"exam_id","major_category","middle_category","minor_category","detail_category","prompt_file","created_at","updated_at","question_set_size"
"fe","マネジメント系","プロジェクトマネジメント","プロジェクトマネジメント","プロジェクトのステークホルダ","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","プロジェクトマネジメント","プロジェクトマネジメント","プロジェクトのスコープ","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","プロジェクトマネジメント","プロジェクトマネジメント","プロジェクトの資源","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","プロジェクトマネジメント","プロジェクトマネジメント","プロジェクトの時間","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","プロジェクトマネジメント","プロジェクトマネジメント","プロジェクトのコスト","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","プロジェクトマネジメント","プロジェクトマネジメント","プロジェクトのリスク","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","プロジェクトマネジメント","プロジェクトマネジメント","プロジェクトの品質","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","プロジェクトマネジメント","プロジェクトマネジメント","プロジェクトの調達","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","プロジェクトマネジメント","プロジェクトマネジメント","プロジェクトのコミュニケーション","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","サービスマネジメント","サービスマネジメント","サービスマネジメント","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","サービスマネジメント","サービスマネジメント","サービスマネジメントシステムの計画及び運用","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","サービスマネジメント","サービスマネジメント","パフォーマンス評価及び改善","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","サービスマネジメント","サービスマネジメント","サービスの運用","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","サービスマネジメント","サービスマネジメント","ファシリティマネジメント","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","サービスマネジメント","システム監査","システム監査","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","マネジメント系","サービスマネジメント","システム監査","内部統制","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","システム戦略","システム戦略","情報システム戦略","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","システム戦略","システム戦略","業務プロセス","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","システム戦略","システム戦略","ソリューションビジネス","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","システム戦略","システム戦略","システム活用促進・評価","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","システム戦略","システム企画","システム化計画","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","システム戦略","システム企画","要件定義","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","システム戦略","システム企画","調達計画・実施","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","経営戦略マネジメント","経営戦略手法","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","経営戦略マネジメント","マーケティング","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","経営戦略マネジメント","ビジネス戦略と目標・評価","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","経営戦略マネジメント","経営管理システム","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","技術戦略マネジメント","技術開発戦略の立案","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","技術戦略マネジメント","技術開発計画","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","ビジネスインダストリ","ビジネスシステム","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","ビジネスインダストリ","エンジニアリングシステム","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","ビジネスインダストリ","e-ビジネス","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","ビジネスインダストリ","民生機器","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","経営戦略","ビジネスインダストリ","産業機器","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","企業と法務","企業活動","経営・組織論","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","企業と法務","企業活動","業務分析・データ利活用","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","企業と法務","企業活動","会計・財務","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","企業と法務","法務","知的財産権","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
"fe","ストラテジ系","企業と法務","法務","セキュリティ関連法規","fe.txt","2026-07-09T00:00:00.000Z","2026-07-09T00:00:00.000Z",
